symbol,companyName,companyNameEng,shortName,foundDate,phone,email,vnAddress,website,industryName,floor,listedDate,vnSummary
API,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,Asia - Pacific  Investment Joint Stock Company,ĐT Châu Á - TBD,2006-07-31,+84 (24) 35771983,info@apec.com.vn,"Tầng 3, tòa nhà Grand Plaza, số 117 Trần Duy Hưng, phường Trung Hòa, Cầu Giấy, Hà Nội, Việt Nam",www.apeci.com.vn,Tài chính chuyên biệt,HNX,2010-09-13,"
Công ty Cổ phần Đầu tư Châu Á Thái Bình Dương được thành lập năm 2006 với vốn điều lệ ban đầu là 22,95 tỷ đồng. Hoạt động kinh doanh chính của Công ty là kinh doanh bất động sản và đầu tư tài chính, trong đó các dự án chính đã tạo ra doanh thu bao gồm Dự án Khu đô thị AZURA Túc Duyên à Dự án Trung tâm thương mại AZURA PARK Thái Nguyên. Hiện tại công ty hiện đang có quyền sử dụng quỹ đất hơn 600ha từ 2 dự án đã đi vào sử dụng. Phân khúc thị trường mà công ty hướng đến là các khu công nghiệp, khu đô thị và trung tâm thương mại, phân khúc đòi hỏi nguồn vốn lớn và quy mô đầu tư dài hạn. Công ty ngoài đầu tư trong nước còn hợp tác với các đối tác nước ngoài đến từ Anh, Pháp, Nhật Bản, Hàn Quốc để thực hiện các dự án của công ty."
APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ ,Additives and Petroleum Products Joint Stock Company,S.phẩm dầu mỏ,2003-08-19,+84 (24) 36785060,pgdm-app@vnn.vn,"Khu công nghiệp tập trung vừa và nhỏ Phú Thị, Gia Lâm, Hà Nội, Việt Nam",www.app.com.vn,Hóa chất đặc biệt,HNX,2010-10-05,"
Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ được thành lập năm 1996 trên cơ sở tách Trung tâm Phụ gia Dầu mỏ từ Viện Hóa học Công nghiệp. Công ty chuyển sang hoạt động theo mô hình công ty cổ phần từ năm 2003. Công ty là đơn vị chuyên sản xuất các sản phẩm dầu mỡ bôi trơn, dầu phanh, các loại chất lỏng chuyên dụng như các loại nhũ cắt gọt kim loại, nhũ chống lò, nước làm mát; kinh doanh vật tư và các sản phẩm hóa chất, thực hiện các đề tài nghiên cứa khoa học công nghệ và thực hiện chuyển giao công nghệ. Trong đó nhóm sản phẩm chủ lực của Công ty là nhóm sản phẩm dầu bôi trơn, chiếm hơn 50% tổng doanh thu trong các năm 2008, 2009 và 6 tháng đầu năm 2010. Hiện tại công ty có các nhà máy và xưởng đặt tại Hà Nội, Hài Phòng, Quảng Ninh với công suất trên 16.500 tấn/năm/một ca. Hàng năm Công ty sản xuất và cung ứng khoảng 300 - 400 tấn dầu phanh đạt tiêu chuẩn DOT3. Đối thủ cạnh tranh của Công ty là các công ty đa quốc gia như Castrol, Shell, Esso và một số doanh nghiệp sản xuất trong nước như CTCP PLC."
APS,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,Asia - Pacific Securities Joint Stock Company,Chứng khoán APEC,2006-12-21,+84 (24) 35730200,info@apec.com.vn,"Tầng 3, tòa nhà Grand Plaza, số 117 Trần Duy Hưng, P Trung Hòa, Q Cầu GIấy, Hà Nội, Việt Nam",apec.com.vn,Dịch vụ đầu tư,HNX,2010-04-19,"Công ty Cổ phần Chứng khoán Châu Á – Thái Bình Dương (APS) được thành lập năm 2006. Năm 2006, công ty được Ủy ban chứng khoán Nhà nước cấp giấy phép hoạt động trong lĩnh vực kinh doanh chứng khoán. Công ty cung cấp dịch vụ môi giới, tư vấn và đầu tư tài chính, bảo lãnh phát hành chứng khoán. Công ty đang quản lý hơn 38.800 tài khoản của khách hàng trên cả nước. Tính tới cuối năm 2018, APS có tổng tài sản trị giá 393 tỷ đồng, trong đó 96% là vốn chủ sở hữu. Trong năm 2018, Công ty đạt 170 tỷ đồng tổng doanh thu, 02 tỷ đồng lợi nhuận trước thuế. APS được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ năm 2010."
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,General Aviation Import Export Joint Stock Company,XNK Hàng không,2005-10-17,+84 (24) 38271939,airimex@hn.vnn.vn,"414 Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên, Hà Nội, Việt Nam",www.airimex.vn,Cung ứng,HNX,2010-10-26,"
Công ty Cổ phần Xuất nhập khẩu Hàng không được thành lập năm 1989 và hoàn thành IPO năm 2006 với cổ đông sáng lập là Tổng Công ty Hàng không Việt Nam - cổ đông lớn nhất của công ty. Công ty hoạt động chính trong lĩnh vực bán hàng hóa; ủy thác nhập khẩu; kinh doanh, phân phối thiết bị phụ tùng cho ngành hàng không. Với 25 kinh nghiệm, công ty đã tạo lập mối quan hệ hợp tác lâu năm với các nhà cung cấp, đối tác, bạn hàng lớn như Hãng Hàng không Quốc gia - Vietnam Airlines, Tập đoàn Điện lực Việt Nam, Tập đoàn Dầu khí Quốc gia Việt Nam, Công ty Trực thăng Miền Bắc. "
ART,Công ty cổ phần Chứng khoán BOS,BOS Securities Joint Stock Company,Chứng khoán BOS,2008-03-03,+84 (24) 39368366,contact@bos.vn,"Tầng 25, Tòa nhà văn phòng 265 Cầu Giấy, 
Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, Hà Nội, Việt Nam",www.bos.vn,Dịch vụ đầu tư,HNX,2018-09-28,"Công ty Cổ phần Chứng khoán Artex (ART) được thành lập năm 2008. Công ty hoạt động trong lĩnh vực cung cấp dịch vụ môi giới chứng khoán; (ii) tự doanh chứng khoán; (iii) dịch vụ chứng khoán, lưu ký; (iv) tư vấn, phân tích đầu tư. Công ty trở thành công ty đại chúng vào tháng 10/2010. Trong năm 2018, ART đạt 111,1 tỷ đồng doanh thu, 70,8 tỷ đồng lợi nhuận trước thuế, trong đó doanh thu môi giới chứng khoán là 39,2 tỷ đồng. ART được giao dịch trên thị trường UPCOM từ tháng 08/2017."
ASG,Công ty Cổ phần Tập đoàn ASG,ASG Corporation,Tập đoàn ASG,2010-10-22,+84 (24) 37616688,info@asg.net.vn,"Khu dịch vụ logistics, Cảng HKQT Nội Bài, Xã Phú Minh, Huyện Sóc Sơn, Hà Nội, Việt Nam",http://asg.net.vn,Dịch vụ vận tải,HOSE,2021-09-27,
ASM,Công ty Cổ phần Tập đoàn Sao Mai ,SAO MAI GROUP CORPORATION,Tập đoàn Sao Mai,1997-03-15,+84 (296) 3840138,thuansaomai@hotmail.com,"326 Hùng Vương, phường Mỹ Long, thành phố Long Xuyên, An Giang, Việt Nam",saomaiconscorp.com,Đầu tư và phát triển bất động sản,HOSE,2010-01-18,"Công ty Cổ phần Tập đoàn Sao Mai (ASM) có tiền thân là Công ty Cổ phần Đầu tư và Xây dựng Sao Mai tỉnh An Giang được thành lập vào năm 1997. Công ty hoạt động trong lĩnh vực đầu tư xây dựng và kinh doanh bất động sản, chế biến thủy sản, phụ phẩm, và dịch vụ du lịch. ASM đã tham gia đầu tư phát triển gần 100 dự án bất động sản trải dài khắp cả nước. Công ty sở hữu Nhà máy Thủy sản với công suất 600 tấn nguyên liệu/ngày, Nhà máy chế biến thức ăn thủy sản với công suất 378.000 tấn/năm và nhà máy tinh luyện dầu cá của ASM với công suất 200 tấn/ngày. Bên cạnh đó, Công ty còn cung cấp dịch vụ du lịch lữ hành, nghỉ dưỡng, và lắp đặt hệ thống năng lượng mặt trời thông qua các công ty con. ASM được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010."
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,An Pha Petroleum Group Joint Stock Company,Dầu khí An Pha,2004-04-02,+84 (28) 54136338,info@anphapetrol.com,"Phòng 805, tầng 8 tòa nhà Saigon Paragon, số 3 Nguyễn Lương Bằng, Quận 7, TP Hồ Chí Minh, Việt Nam",aphapetrol.com,Gas,HOSE,2008-02-15,"
Công ty Cổ phần Tập đoàn Dầu khí Anpha được thành lập năm 2004 với vốn điều lệ ban đầu là 15 tỷ đồng. Hoạt động kinh doanh chính là mua bán khí hoá lỏng, vật tư thiết bị dầu khí, vận tải sản phẩm dầu khí theo đường bộ, đường biển. Công ty đã trang bị đội tàu gas gồm 4 chiếc có sức chở từ 600 đến 1.200 tấn hàng. Ngoài ra, công ty còn sở hữu kho chứa LPG lớn với sức chứa 3.100 tấn bao gồm kho chứa LPG lớn tại cảng Đình Vũ - Hải Phòng và tại cảng Bourbon - Long An. Công ty sở hữu 3 thương hiệu gas là Gia Đình Gas, JPgas và Dakgas Anphapetrol."
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,DV Hg không Taseco,2015-09-28,+84 (24) 35876683,vanthu-noibai@taseco.vn,"Tầng 1, tòa nhà N02-T1, khu đoàn ngoại giao, phố Đỗ Nhuận, phường Xuân Tảo, quận Bắc Từ Liêm, Hà Nội, Việt Nam",http://tasecoairs.vn/,Dịch vụ tiêu dùng chuyên dụng,HOSE,2018-01-04,"Công ty Cổ phần Dịch vụ Hàng không Taseco (AST) có tiền thân là Công ty Cổ phần Dịch vụ Hàng không Taseco Nội Bài được thành lập vào năm 2015. Công ty hoạt động trong lĩnh vực cung cấp dịch vụ nhà hàng, bán hàng bách hóa, lưu niệm tại sân bay, kinh doanh khách sạn, dịch vụ quảng cáo và sản xuất cung cấp xuất ăn hàng không. Mạng lưới hoạt động dinh doanh của AST rộng khắp các cảng hàng không quốc tế trên cả nước. Chuỗi dịch vụ của Taseco Airs có mặt trên các sân bay từ miền Bắc (Sân bay quốc tế Nội Bài, và dự kiến là Sân bay quốc tế Vân Đồn – Quảng Ninh) vào miền Trung (Sân bay Quốc tế Đà Nẵng và Sân bay quốc tế Phú Bài – Huế) đến miền Nam (Sân bay Quốc tế Tân Sơn Nhất và Sân bay quốc tế Phú Quốc). AST lần được được niêm yết vào giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2017 và đầu năm 2018."
ATS,Công ty cổ phần Suất ăn công nghiệp Atesco,Atesco Industrial Catering Joint Stock Company,Suất ăn Atesco,2014-07-29,+84 (24) 73059886,atescovn@gmail.com,"Thôn Phù Long Ba, xã Long Xuyên, huyện Phúc Thọ, Hà Nội, Việt Nam",http://atesco.vn/,Nhà hàng & quầy bar,HNX,2016-03-29,"Công ty Cổ phần Suất ăn Công nghiệp Atesco, tiền thân là Công ty TNHH Thương mại và Dịch vụ Giải trí Mùa Thu được thành lập vào ngày 01 tháng 12 năm 1998. Atesco chuyên cung cấp dịch vụ suất ăn công nghiệp. Bên cạnh đó, Công ty đang quản lý và vận hành Trung tâm Hội nghị Cung Văn Quán, khách sạn The Time tại Phố cổ Hà Nội, và một khu sản xuất chế biến suất ăn công nghiệp tại Khu công nghiệp Đại An, tỉnh Hải Dương. Và Công ty bắt đầu có những bước tiến đầu tiên vào lĩnh vực kinh doanh bất động sản với dự án Khu biệt thự, căn hộ cao cấp mùa Thu tại khu kinh tế Dung Quất, Quảng Ngãi."
BAB,Ngân hàng Thương mại cổ phần Bắc Á,Bac A Commercial Joint Stock Bank,Ngân hàng Bắc Á,1994-09-01,+84 (238) 3844277,bacabank_congbothongtin@baca-bank.vn,"Số 117 đường Quang Trung, thành phố Vinh, Nghệ An, Việt Nam",http://baca-bank.vn,Ngân hàng,HNX,2021-03-03,"
Ngân hàng Thương mại Cổ phần Bắc Á (BAB) được thành lập vào năm 1994. Ngân hàng hoạt động chủ yếu trong lĩnh vực huy động vốn và cho vay tín dụng. BAB trở thành công ty đại chúng từ năm 2011. Năm 2019, Tổng tài sản của Ngân hàng đạt 107.890 tỷ đồng, Tổng dư nợ cho vay khách hàng đạt 72.933 tỷ đồng, huy động vốn thị trường 1 đạt 82.298 tỷ đồng, huy động vốn thị trường 2 đạt 14.860 tỷ đồng lợi nhuận sau thuế đạt mức cao nhất từ trước đến nay đạt 749 tỷ đồng. Mạng lưới giao dịch gồm 01 Hội sở chính, 40 chi nhánh, 95 phòng giao dịch trên cả nước. BAB được giao dịch trên thị trường UPCOM từ cuối năm 2017."
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAF VIETNAM AGRICULTURE JOINT STOCK COMPANY,Nông nghiệp BAF,2021-09-08,+84 (28) 66074787,,"56 Nguyễn Quý Đức, Phường An Phú, Thành phố Thủ Đức, TP Hồ Chí Minh, Việt Nam",http://baf.vn,Nông sản và thủy hải sản,HOSE,2021-12-03,"Công ty Cổ phần Nông nghiệp BAF được thành lập với vốn điều lệ ban đầu là 30 tỷ đồng, với ngành nghề kinh doanh chính là kinh doanh thương mại nông sản và chăn nuôi heo trang trại. BAF tiếp tục mở rộng quy mô hoạt động và vị thế của mình. Năm 2021, Công ty chính thức chào bán cổ phiếu lần đầu ra công chúng thành công và được VSD chấp thuận đăng kí chứng khoán với mã chứng khoán BAF."
BAX,Công ty Cổ phần Thống Nhất,Thong Nhat Joint Stock Company,CTCP Thống Nhất,2004-02-24,+84 (251) 3924377,info@bauxeo.com.vn,"Đường số 2A, khu công nghiệp Bàu Xéo, huyện Trảng Bom, Đồng Nai, Việt Nam",www.bauxeo.com.vn,Đầu tư và phát triển bất động sản,HNX,2017-03-24,"Công ty cổ phần Thống Nhất chính thức đi vào hoạt động ngày 24/02/2004. Nhiệm vụ chính của Công ty là Đầu tư xây dựng và kinh doanh ; Thi công xây dựng những công trình; Dịch vụ tư vấn và đầu tư ... Ngày 29/12/2016, Công ty đã được Sở giao dịch chứng khoán Hà Nội chấp thuận niêm yết cổ phiếu lên Sàn Chứng khoán Hà Nội và chính thức niêm yết cổ phiếu trên sàn HNX từ 24/3/2017."
BBC,Công ty Cổ phần Bibica,Bibica Corporation,CTCP Bibica,1999-01-16,+84 (28) 39717920,bibica@bibica.com.vn,"443 Lý Thường Kiệt, phường 8, quận Tân Bình, TP Hồ Chí Minh, Việt Nam",www.bibica.com.vn,Sản xuất thực phẩm,HOSE,2021-09-07,"
Công ty Cổ phần Bibica (BBC) có tiền thân là Công ty Cổ phần Bánh Kẹo Biên Hòa được thành lập được thành lập vào năm 1999. Hoạt động kinh doanh chính của Công ty là sản xuất, phân phối các sản phẩm bánh kẹo như: Bánh quy, bánh cookies, bánh layer cake, chocolate, kẹo cứng, kẹo mềm, kẹo dẻo, snack, bột ngũ cốc dinh dưỡng, bánh trung thu, mạch nha. Mỗi năm công ty có thể cung cấp cho thị trường khoảng 15.000 tấn bánh kẹo các loại. Thị trường của công ty khá rộng lớn. Ngoài cung cấp các sản phẩm bánh kẹo trong thị trường nội địa, công ty còn cung cấp một số sản phẩm sang nước ngoài như Mỹ, Đức, Nam Phi. "
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,VICEM But Son Packing Joint - Stock Company,Bao bì Bút Sơn,2003-05-01,+84 (228) 3840395,baobibutson@gmail.com,"Km2, đường Văn Cao, thành phố Nam Định, Nam Định, Việt Nam",www.butsonpackaging.vn,Bao bì & đóng gói,HNX,2005-12-28,"
Công ty Cổ phần VICEM Bao bì Bút Sơn (BBS) có tiền thân là Công ty Bao bì Xi măng Nam Hà được thành lập vào năm 1996. Năm 2003, công ty được cổ phần hóa. Công ty là đơn vị chuyên sản xuất vỏ bao xi măng với công suất từ 75 - 80 triệu sản phẩm/năm. Sản phẩm vỏ bao xi măng của công ty đã được các khách hàng đánh giá là sản phẩm có chất lượng cao và ổn định trên thị trường. Hiện nay công ty đã và đang cung cấp vỏ bao xi măng cho các nhà máy xi măng lớn trong nước như Công ty xi măng Bút Sơn tiêu thụ trên 70% sản lượng của công ty, Công ty Xi măng Bỉm Sơn, Công ty Xi măng Hoàng Mai, Công ty Xi măng Nghi Sơn. "
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Bim Son Cement Joint Stock Company,Xi măng Bỉm Sơn,2006-05-01,+84 (237) 3824242,ttximangbimson@hn.vnn.vn,"Khu phố 7, phường Ba Đình, thị xã Bỉm Sơn, Thanh Hóa, Việt Nam",http://www.ximangbimson.com.vn/,Vật liệu xây dựng,HNX,2006-11-24,"
Công ty Cổ phần Xi măng Bỉm Sơn (BCC) có tiền thân là Nhà máy Xi măng Bỉm Sơn được thành lập vào năm 1980. Công ty hoạt động chính trong lĩnh vực sản xuất, kinh doanh, xuất nhập khẩu xi măng, clinker và các loại vật liệu xây dựng khác. BCC chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Công ty có tổng công suất sản xuất clinker đạt 3,1 triệu tấn/năm và tổng công suất nghiền xi măng đạt 4 triệu tấn/năm. Sản lượng tiêu thụ của BCC chiếm khoảng 6,3% thị phần tiêu thụ nội địa và khoảng 11% thị phần với sản lượng tiêu thụ đạt khoảng 110.000 - 120.000 tấn/tháng tại thị trường miền Trung. "
